id,coauthors
844,0
845,0
846,1
847,1
848,0
849,0
850,1
851,1
852,1
853,0
854,0
855,0
856,1
857,1
858,0
859,0
860,0
861,0
862,0
863,1
864,1
865,1
866,0
867,0
868,0
869,1
870,1
871,0
872,1
873,0
874,1
875,0
876,0
877,1
878,0
879,0
880,0
881,1
882,1
883,0
884,1
885,1
886,0
887,0
888,1
889,1
890,1
891,1
892,0
893,0
894,1
895,0
896,1
897,1
898,1
899,0
900,1
901,1
902,0
903,1
904,1
905,0
906,0
907,0
908,1
909,1
910,0
911,0
912,0
913,0
914,0
915,0
916,1
917,0
918,1
919,0
920,1
921,1
922,0
923,0
924,0
925,1
926,1
927,1
928,0
929,1
930,1
931,1
932,0
933,1
934,0
935,1
936,0
937,0
938,0
939,0
940,0
941,0
942,1
943,1
944,1
945,1
946,0
947,1
948,0
949,1
950,1
951,0
952,1
953,1
954,0
955,0
956,1
957,0
958,1
959,1
960,0
961,1
962,1
963,1
964,1
965,1
966,0
967,0
968,0
969,0
970,1
971,1
972,1
973,0
974,1
975,0
976,0
977,0
978,1
979,1
980,0
981,1
982,0
983,1
984,0
985,0
986,1
987,1
988,1
989,0
990,1
991,0
992,0
993,1
994,0
995,0
996,1
997,0
998,1
999,0
1000,0
1001,0
1002,1
1003,1
1004,1
1005,0
1006,0
1007,1
1008,1
1009,0
1010,1
1011,1
1012,1
1013,0
1014,0
1015,0
1016,1
1017,0
1018,1
1019,1
1020,0
1021,0
1022,1
1023,0
1024,1
1025,1
1026,0
1027,1
1028,1
1029,0
1030,0
1031,1
1032,1
1033,0
1034,1
1035,0
1036,1
1037,1
1038,1
1039,0
1040,1
1041,0
1042,0
1043,1
1044,0
1045,1
1046,1
1047,0
1048,1
1049,1
1050,1
1051,1
1052,1
1053,0
1054,0
1055,0
1056,0
1057,1
1058,1
1059,1
1060,1
1061,1
1062,1
1063,0
1064,1
1065,0
1066,0
1067,1
1068,0
1069,1
1070,0
1071,1
1072,0
1073,0
1074,1
1075,1
1076,1
1077,0
1078,1
1079,0
1080,0
1081,1
1082,1
1083,0
1084,0
1085,0
1086,0
1087,0
1088,1
1089,1
1090,0
1091,1
1092,1
1093,1
1094,0
1095,1
1096,1
1097,0
1098,0
1099,0
1100,1
1101,0
1102,1
1103,1
1104,1
1105,0
1106,0
1107,0
1108,1
1109,1
1110,1
1111,1
1112,0
1113,1
1114,1
1115,0
1116,1
1117,1
1118,1
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,1
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,1
1133,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,0
1140,1
1141,0
1142,1
1143,0
1144,1
1145,1
1146,1
1147,0
1148,1
1149,0
1150,0
1151,0
1152,0
1153,0
1154,1
1155,1
1156,1
1157,0
1158,0
1159,1
1160,0
1161,1
1162,1
1163,1
1164,1
1165,1
1166,0
1167,1
1168,1
1169,1
1170,0
1171,0
1172,0
1173,1
1174,0
1175,1
1176,0
1177,0
1178,0
1179,1
1180,1
1181,1
1182,1
1183,0
1184,1
1185,1
1186,0
1187,0
1188,1
1189,0
1190,0
1191,0
1192,1
1193,1
1194,1
1195,1
1196,1
1197,0
1198,0
1199,1
1200,1
1201,0
1202,1
1203,0
1204,1
1205,1
1206,1
1207,1
1208,0
1209,0
1210,1
1211,1
1212,1
1213,1
1214,1
1215,0
1216,0
1217,0
1218,1
1219,1
1220,0
1221,1
1222,1
1223,1
1224,1
1225,1
1226,0
1227,1
1228,0
1229,0
1230,1
1231,1
1232,1
1233,1
1234,0
1235,1
1236,0
1237,1
1238,1
1239,0
1240,1
1241,0
1242,0
1243,1
1244,0
1245,0
1246,0
1247,1
1248,1
1249,0
1250,0
1251,0
1252,1
1253,0
1254,1
1255,1
1256,1
1257,1
1258,0
1259,1
1260,1
1261,1
1262,1
1263,0
1264,0
1265,1
1266,1
1267,1
1268,1
1269,1
1270,1
1271,1
1272,0
1273,1
1274,1
1275,1
1276,0
1277,0
1278,1
1279,1
1280,0
1281,1
1282,0
1283,1
1284,0
1285,0
1286,0
1287,1
1288,1
1289,1
1290,1
1291,0
1292,1
1293,1
1294,0
1295,1
1296,0
1297,1
1298,1
1299,0
1300,0
1301,0
1302,0
1303,1
1304,1
1305,1
1306,0
1307,1
1308,0
1309,1
1310,1
1311,1
1312,0
1313,1
1314,1
1315,0
1316,0
1317,1
1318,1
1319,1
1320,1
1321,1
1322,1
1323,1
1324,0
1325,1
1326,1
1327,0
1328,1
1329,0
1330,0
1331,0
1332,1
1333,0
1334,0
1335,1
1336,0
1337,1
1338,0
1339,1
1340,1
1341,0
1342,0
1343,1
1344,1
1345,0
1346,0
1347,1
1348,0
1349,0
1350,1
1351,0
1352,0
1353,1
1354,1
1355,1
1356,1
1357,1
1358,0
1359,0
1360,1
1361,1
1362,1
1363,0
1364,1
1365,0
1366,1
1367,1
1368,1
1369,0
1370,1
1371,1
1372,1
1373,1
1374,1
1375,0
1376,1
1377,1
1378,0
1379,1
1380,0
1381,1
1382,0
1383,1
1384,0
1385,1
1386,1
1387,0
1388,0
1389,0
1390,0
1391,0
1392,1
1393,1
1394,0
1395,0
1396,1
1397,1
1398,0
1399,0
1400,0
1401,0
1402,1
1403,1
1404,1
1405,1
1406,0
1407,1
1408,1
1409,0
1410,1
1411,1
1412,1
1413,1
1414,0
1415,1
1416,0
1417,1
1418,1
1419,1
1420,0
1421,0
1422,1
1423,0
1424,1
1425,0
1426,0
1427,1
1428,0
1429,1
1430,0
1431,0
1432,0
1433,1
1434,1
1435,0
1436,1
1437,1
1438,1
1439,1
1440,1
1441,0
1442,1
1443,0
1444,0
1445,1
1446,1
1447,1
1448,1
1449,1
1450,1
1451,1
1452,1
1453,1
1454,0
1455,0
1456,1
1457,0
1458,0
1459,1
1460,0
1461,1
1462,1
1463,1
1464,0
1465,1
1466,1
1467,0
1468,1
1469,0
1470,1
1471,0
1472,1
1473,1
1474,0
1475,0
1476,0
1477,0
1478,1
1479,0
1480,1
1481,0
1482,0
1483,0
1484,0
1485,1
1486,0
1487,0
1488,1
1489,1
1490,1
1491,1
1492,1
1493,0
1494,1
1495,1
1496,1
1497,1
1498,1
1499,1
1500,1
1501,0
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,1
1509,0
1510,0
1511,0
1512,1
1513,0
1514,1
1515,1
1516,1
1517,1
1518,1
1519,0
1520,0
1521,1
1522,1
1523,1
1524,1
1525,1
1526,0
1527,1
1528,1
1529,0
1530,0
1531,1
1532,1
1533,1
1534,1
1535,1
1536,1
1537,1
1538,0
1539,0
1540,0
1541,0
1542,1
1543,0
1544,0
1545,1
1546,0
1547,1
1548,0
1549,1
1550,0
1551,1
1552,0
1553,0
1554,1
1555,0
1556,0
1557,1
1558,1
1559,1
1560,1
1561,0
1562,0
1563,0
1564,1
1565,1
1566,1
1567,1
1568,1
1569,1
1570,0
1571,1
1572,1
1573,1
1574,1
1575,1
1576,1
1577,1
1578,1
1579,0
1580,1
1581,1
1582,0
1583,1
1584,1
1585,0
1586,1
1587,1
1588,0
1589,0
1590,1
1591,0
1592,0
1593,0
1594,1
1595,1
1596,1
1597,1
1598,0
1599,0
1600,0
1601,1
1602,1
1603,1
1604,0
1605,1
1606,1
1607,1
1608,0
1609,0
1610,0
1611,0
1612,1
1613,1
1614,1
1615,1
1616,1
1617,1
1618,0
1619,1
1620,1
1621,0
1622,1
1623,0
1624,1
1625,0
1626,0
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,1
1634,1
1635,0
1636,1
1637,0
1638,1
1639,1
1640,1
1641,1
1642,0
1643,1
1644,0
1645,0
1646,1
1647,0
1648,1
1649,0
1650,0
1651,1
1652,0
1653,1
1654,1
1655,1
1656,0
1657,0
1658,0
1659,0
1660,1
1661,1
1662,0
1663,0
1664,1
1665,1
1666,1
1667,1
1668,0
1669,1
1670,0
1671,0
1672,1
1673,0
1674,1
1675,1
1676,0
1677,0
1678,0
1679,1
1680,1
1681,0
1682,1
1683,1
1684,1
1685,1
1686,0
1687,0
1688,0
1689,0
1690,1
1691,1
1692,1
1693,1
1694,1
1695,1
1696,0
1697,1
1698,1
1699,1
1700,0
1701,1
1702,1
1703,1
1704,1
1705,0
1706,0
1707,0
1708,1
1709,1
1710,0
1711,1
1712,0
1713,1
1714,0
1715,1
1716,0
1717,0
1718,1
1719,0
1720,1
1721,0
1722,1
1723,1
1724,0
1725,0
1726,1
1727,1
1728,0
1729,0
1730,1
1731,1
1732,0
1733,0
1734,0
1735,0
1736,1
1737,1
1738,0
1739,0
1740,0
1741,0
1742,0
1743,1
1744,0
1745,1
1746,0
1747,1
1748,1
1749,1
1750,1
1751,0
1752,1
1753,1
1754,1
1755,0
1756,0
1757,1
1758,0
1759,1
1760,0
1761,1
1762,0
1763,0
1764,1
1765,1
1766,0
1767,1
1768,1
1769,1
1770,1
1771,1
1772,0
1773,0
1774,1
1775,1
1776,0
1777,1
1778,0
1779,1
1780,1
1781,0
1782,0
1783,1
1784,1
1785,1
1786,0
1787,1
1788,0
1789,0
1790,0
1791,1
1792,1
1793,1
1794,0
1795,0
1796,0
1797,1
1798,1
1799,1
1800,1
1801,0
1802,0
1803,0
1804,0
1805,1
1806,1
1807,0
1808,0
1809,1
1810,0
1811,1
1812,0
1813,0
1814,1
1815,0
1816,1
1817,0
1818,0
1819,1
1820,1
1821,0
1822,0
1823,0
1824,1
1825,1
1826,1
1827,1
1828,1
1829,0
1830,1
1831,1
1832,1
1833,0
1834,1
1835,0
1836,1
1837,0
1838,1
1839,1
1840,0
1841,1
1842,1
1843,0
1844,1
1845,1
1846,1
1847,1
1848,1
1849,0
1850,1
1851,1
1852,0
1853,1
1854,0
1855,0
1856,1
1857,0
1858,0
1859,0
1860,0
1861,0
1862,1
1863,0
1864,0
1865,0
1866,1
1867,0
1868,1
1869,0
1870,1
1871,0
1872,1
1873,1
1874,1
1875,0
1876,0
1877,0
1878,0
1879,1
1880,0
1881,1
1882,0
1883,1
1884,0
1885,0
1886,1
1887,1
1888,0
1889,1
1890,1
1891,1
1892,1
1893,0
1894,1
1895,0
1896,0
1897,0
1898,1
1899,1
1900,0
1901,0
1902,1
1903,1
1904,1
1905,0
1906,1
1907,1
1908,1
1909,1
1910,0
1911,0
1912,0
1913,1
1914,0
1915,1
1916,1
1917,1
1918,0
1919,0
1920,0
1921,0
1922,1
1923,0
1924,0
1925,0
1926,1
1927,0
1928,1
1929,1
1930,0
1931,1
1932,1
1933,1
1934,1
1935,1
1936,0
1937,1
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,1
1946,0
1947,0
1948,0
1949,0
1950,0
1951,1
1952,1
1953,0
1954,1
1955,1
1956,0
1957,1
1958,1
1959,1
1960,0
1961,0
1962,1
1963,0
1964,0
1965,0
1966,1
1967,0
1968,1
1969,1
1970,0
1971,0
1972,1
1973,1
1974,1
1975,0
1976,0
1977,0
1978,0
1979,0
1980,1
1981,0
1982,1
1983,0
1984,0
1985,0
1986,0
1987,1
1988,1
1989,0
1990,1
1991,0
1992,1
1993,1
1994,1
1995,0
1996,0
1997,0
1998,1
1999,0
2000,1
2001,0
2002,1
2003,0
2004,1
2005,1
2006,0
2007,0
2008,0
2009,1
2010,1
2011,0
2012,0
2013,1
2014,1
2015,1
2016,1
2017,0
2018,1
2019,1
2020,1
2021,0
2022,1
2023,1
2024,0
2025,0
2026,1
2027,1
2028,0
2029,1
2030,0
2031,0
2032,1
2033,0
2034,1
2035,0
2036,1
2037,0
2038,1
2039,0
2040,0
2041,1
2042,1
2043,0
2044,0
2045,1
2046,0
2047,1
2048,1
2049,1
2050,1
2051,0
2052,0
2053,1
2054,1
2055,1
2056,0
2057,1
2058,1
2059,0
2060,1
2061,1
2062,1
2063,1
2064,0
2065,0
2066,0
2067,0
2068,1
2069,0
2070,1
2071,0
2072,0
2073,0
2074,1
2075,0
2076,0
2077,0
2078,1
2079,1
2080,0
2081,0
2082,1
2083,0
2084,0
2085,0
2086,1
2087,0
2088,0
2089,1
2090,0
2091,0
2092,0
2093,0
2094,0
2095,1
2096,0
2097,0
2098,1
2099,1
2100,0
2101,0
2102,0
2103,0
2104,0
2105,1
2106,1
2107,1
2108,1
2109,0
2110,0
2111,0
2112,1
2113,0
2114,0
2115,0
2116,0
2117,1
2118,1
2119,1
2120,0
2121,0
2122,0
2123,0
2124,0
2125,1
2126,0
2127,1
2128,1
2129,0
2130,0
2131,0
2132,0
2133,0
2134,1
2135,1
2136,0
2137,0
2138,1
2139,1
2140,0
2141,1
2142,1
2143,1
2144,0
2145,0
2146,1
2147,0
2148,1
2149,0
2150,1
2151,1
2152,0
2153,1
2154,1
2155,1
2156,0
2157,1
2158,1
2159,0
2160,0
2161,0
2162,1
2163,0
2164,1
2165,1
2166,1
2167,1
2168,1
2169,0
2170,1
2171,0
2172,1
2173,1
2174,0
2175,1
2176,0
2177,1
2178,1
2179,1
2180,1
2181,0
2182,0
2183,0
2184,0
2185,1
2186,0
2187,1
2188,1
2189,1
2190,0
2191,0
2192,1
2193,0
2194,0
2195,0
2196,0
2197,0
2198,0
2199,1
2200,0
2201,1
2202,0
2203,1
2204,0
2205,0
2206,1
2207,1
2208,0
2209,1
2210,1
2211,1
2212,1
2213,1
2214,0
2215,1
2216,0
2217,0
2218,1
2219,0
2220,0
2221,1
2222,1
2223,0
2224,0
2225,0
2226,1
2227,1
2228,0
2229,1
2230,1
2231,0
2232,0
2233,0
2234,0
2235,1
2236,1
2237,0
2238,1
2239,1
2240,1
2241,1
2242,0
2243,1
2244,1
2245,0
2246,1
2247,0
2248,0
2249,0
2250,1
2251,0
2252,1
2253,1
2254,1
2255,0
2256,0
2257,0
2258,1
2259,0
2260,1
2261,0
2262,0
2263,0
2264,1
2265,1
2266,0
2267,0
2268,0
2269,0
2270,0
2271,0
2272,0
2273,0
2274,0
2275,1
2276,0
2277,0
2278,0
2279,0
2280,1
2281,0
2282,1
2283,1
2284,0
2285,0
2286,0
2287,1
2288,0
2289,0
2290,1
2291,0
2292,0
2293,1
2294,0
2295,1
2296,0
2297,1
2298,0
2299,0
2300,0
2301,0
2302,1
2303,0
2304,0
2305,1
2306,0
2307,1
2308,1
2309,0
2310,1
2311,1
2312,1
2313,0
2314,0
2315,0
2316,1
2317,1
2318,0
2319,0
2320,1
2321,1
2322,1
2323,1
2324,0
2325,0
2326,1
2327,0
2328,1
2329,1
2330,0
2331,0
2332,0
2333,0
2334,1
2335,1
2336,1
2337,0
2338,0
2339,0
2340,1
2341,0
2342,1
2343,1
2344,1
2345,0
2346,1
2347,1
2348,0
2349,0
2350,1
2351,0
2352,0
2353,0
2354,0
2355,1
2356,1
2357,1
2358,1
2359,1
2360,1
2361,0
2362,0
2363,1
2364,0
2365,0
2366,0
2367,1
2368,1
2369,1
2370,1
2371,1
2372,1
2373,0
2374,1
2375,1
2376,0
2377,1
2378,1
2379,1
2380,1
2381,0
2382,1
2383,0
2384,1
2385,0
2386,1
2387,0
2388,1
2389,0
2390,0
2391,1
2392,0
2393,0
2394,0
2395,1
2396,1
2397,1
2398,1
2399,0
2400,1
2401,0
2402,0
2403,1
2404,1
2405,1
2406,0
2407,1
2408,1
2409,1
2410,1
2411,1
2412,0
2413,1
2414,0
2415,0
2416,1
2417,0
2418,1
2419,1
2420,1
2421,1
2422,1
2423,1
2424,0
2425,1
2426,1
2427,0
2428,1
2429,1
2430,1
2431,1
2432,0
2433,1
2434,0
2435,0
2436,1
2437,0
2438,1
2439,1
2440,1
2441,0
2442,1
2443,1
2444,1
2445,1
2446,0
2447,1
2448,1
2449,1
2450,0
2451,0
2452,0
2453,1
2454,0
2455,1
2456,0
2457,0
2458,1
2459,0
2460,0
2461,1
2462,0
2463,1
2464,1
2465,1
2466,1
2467,1
2468,0
2469,1
2470,0
2471,0
2472,0
2473,0
2474,1
2475,0
2476,0
2477,0
2478,1
2479,0
2480,1
2481,0
2482,1
2483,0
2484,1
2485,1
2486,1
2487,0
2488,1
2489,0
2490,1
2491,0
2492,1
2493,0
2494,0
2495,1
2496,0
2497,0
2498,0
2499,1
2500,1
2501,1
2502,1
2503,0
2504,0
2505,0
2506,0
2507,0
2508,1
2509,1
2510,0
2511,1
2512,1
2513,0
2514,0
2515,1
2516,1
2517,1
2518,0
2519,0
2520,1
2521,0
2522,1
2523,1
2524,1
2525,1
2526,1
2527,1
2528,1
2529,1
2530,0
2531,1
2532,1
2533,1
2534,1
2535,0
2536,0
2537,1
2538,0
2539,0
2540,1
2541,0
2542,1
2543,1
2544,1
2545,1
2546,1
2547,0
2548,1
2549,1
2550,0
2551,0
2552,0
2553,0
2554,0
2555,1
2556,0
2557,0
2558,1
2559,1
2560,0
2561,1
2562,0
2563,0
2564,0
2565,0
2566,0
2567,0
2568,1
2569,1
2570,0
2571,1
2572,0
2573,0
2574,1
2575,0
2576,1
2577,0
2578,1
2579,0
2580,1
2581,0
2582,1
2583,0
2584,1
2585,0
2586,0
2587,1
2588,1
2589,1
2590,1
2591,1
2592,1
2593,1
2594,1
2595,0
2596,0
2597,1
2598,1
2599,1
2600,1
2601,1
2602,0
2603,0
2604,0
2605,0
2606,1
2607,0
2608,1
2609,1
2610,0
2611,0
2612,1
2613,0
2614,1
2615,0
2616,1
2617,0
2618,0
2619,1
2620,1
2621,1
2622,1
2623,1
2624,1
2625,0
2626,0
2627,0
2628,1
2629,1
2630,0
2631,0
2632,0
2633,0
2634,1
2635,0
2636,1
2637,1
2638,1
2639,1
2640,1
2641,1
2642,0
2643,0
2644,1
2645,0
2646,1
2647,0
2648,1
2649,0
2650,0
2651,1
2652,0
2653,1
2654,1
2655,1
2656,1
2657,1
2658,0
2659,1
2660,1
2661,0
2662,1
2663,1
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,0
2671,1
2672,0
2673,1
2674,0
2675,0
2676,1
2677,1
2678,1
2679,0
2680,1
2681,1
2682,1
2683,0
2684,1
2685,1
2686,1
2687,1
2688,0
2689,1
2690,0
2691,0
2692,1
2693,1
2694,0
2695,1
2696,0
2697,1
2698,0
2699,0
2700,0
2701,0
2702,1
2703,1
2704,1
2705,1
2706,1
2707,1
2708,0
2709,0
2710,1
2711,1
2712,1
2713,1
2714,0
2715,1
2716,1
2717,0
2718,0
2719,1
2720,0
2721,1
2722,0
2723,1
2724,0
2725,1
2726,0
2727,0
2728,0
2729,1
2730,0
2731,0
2732,1
2733,1
2734,1
2735,0
2736,1
2737,0
2738,0
2739,1
2740,0
2741,1
2742,0
2743,1
2744,0
2745,0
2746,0
2747,0
2748,0
2749,1
2750,0
2751,0
2752,1
2753,0
2754,0
2755,1
2756,0
2757,1
2758,1
2759,0
2760,1
2761,0
2762,0
2763,0
2764,1
2765,0
2766,0
2767,1
2768,0
2769,1
2770,1
2771,0
2772,1
2773,1
2774,1
2775,1
2776,0
2777,0
2778,1
2779,1
2780,1
2781,0
2782,0
2783,1
2784,0
2785,1
2786,1
2787,0
2788,1
2789,0
2790,0
2791,1
2792,1
2793,0
2794,0
2795,1
2796,0
2797,1
2798,0
2799,1
2800,0
2801,1
2802,1
2803,1
2804,1
2805,1
2806,1
2807,1
2808,1
2809,1
2810,0
2811,1
2812,0
2813,0
2814,1
2815,1
2816,1
2817,0
2818,1
2819,0
2820,1
2821,0
2822,0
2823,0
2824,0
2825,0
2826,1
2827,0
2828,0
2829,0
2830,0
2831,0
2832,1
2833,1
2834,1
2835,0
2836,0
2837,0
2838,0
2839,1
2840,1
2841,0
2842,0
2843,0
2844,0
2845,1
2846,0
2847,0
2848,0
2849,0
2850,1
2851,1
2852,1
2853,1
2854,0
2855,0
2856,1
2857,1
2858,1
2859,1
2860,0
2861,1
2862,1
2863,0
2864,0
2865,0
2866,0
2867,1
2868,0
2869,0
2870,1
2871,1
2872,0
2873,1
2874,0
2875,0
2876,0
2877,1
2878,0
2879,0
2880,0
2881,1
2882,1
2883,0
2884,1
2885,0
2886,1
2887,1
2888,1
2889,0
2890,0
2891,0
2892,0
2893,1
2894,0
2895,1
2896,0
2897,1
2898,0
2899,1
2900,0
2901,0
2902,1
2903,1
2904,0
2905,1
2906,1
2907,0
2908,0
2909,0
2910,0
2911,1
2912,1
2913,0
2914,1
2915,0
2916,0
2917,0
2918,1
2919,0
2920,1
2921,0
2922,1
2923,1
2924,0
2925,1
2926,0
2927,1
2928,0
2929,1
2930,0
2931,1
2932,1
2933,1
2934,1
2935,1
2936,1
2937,1
2938,1
2939,0
2940,1
2941,0
2942,1
2943,0
2944,1
2945,0
2946,0
2947,0
2948,1
2949,0
2950,1
2951,0
2952,0
2953,1
2954,1
2955,1
2956,1
2957,0
2958,0
2959,0
2960,1
2961,0
2962,0
2963,1
2964,1
2965,0
2966,0
2967,1
2968,1
2969,1
2970,0
2971,1
2972,1
2973,1
2974,1
2975,1
2976,0
2977,1
2978,0
2979,1
2980,1
2981,0
2982,1
2983,1
2984,1
2985,1
2986,1
2987,1
2988,0
2989,0
2990,0
2991,1
2992,0
2993,1
2994,0
2995,0
2996,0
2997,0
